epoch,autocorr_step_0,free_fid,clamped_fid
52,0.4020479619503021,168.3895531809497,165.0895730630422
53,0.458885133266449,168.55454702553772,165.17539054452672
54,0.42726370692253113,166.9648128563094,164.2245387147186
55,0.4208407402038574,173.79104645830188,170.01015980136077
56,0.4441439211368561,171.1667969438059,167.8603173349009
57,0.396616131067276,170.41186641095516,167.4865483543083
58,0.4221694767475128,166.21236893182373,163.53499967684735
59,0.3885643780231476,176.37086221506172,173.0372556658244
60,0.4026760458946228,175.82780436834724,173.99258991123617
61,0.4260600209236145,172.01600554467822,170.33440707430134
62,0.40719345211982727,175.11460092724604,171.1245189785731
63,0.3900200128555298,171.5481859513503,170.63701575772953
64,0.4063335359096527,170.12405324006176,168.8122415750767
65,0.38509687781333923,173.74756620731281,172.6905593468544
66,0.3809678852558136,173.40398807776117,172.75692113760152
67,0.3613845705986023,168.94779847832342,167.08544682783702
68,0.3762114942073822,168.1056804176282,167.6107914620121
69,0.3985470235347748,170.17981251535974,168.55305213636063
70,0.3706825077533722,168.9870217131498,167.4263552943522
71,0.37174156308174133,169.71829390028444,168.2846468095349
72,0.40649542212486267,170.73670004761976,169.17400730970033
73,0.3704267740249634,169.7192844132818,168.62221586671836
74,0.38866159319877625,167.79466709561666,166.26216987023227
75,0.3970352113246918,168.58542244540442,168.31578047037073
76,0.42079511284828186,170.61407141734207,169.04104721423894
77,0.391914963722229,168.7834020297498,167.82672495745112
78,0.3751627206802368,168.41012918221807,168.62026167242175
79,0.3884923756122589,171.0898724951571,169.61977229601968
80,0.37760645151138306,169.13838718094348,168.20501075236507
81,0.36762735247612,168.93376259185231,168.7730195117372
82,0.39612993597984314,167.65856824003902,165.8740929081128
83,0.3714822828769684,172.6320394517924,169.5003692505589
84,0.36591002345085144,163.88136437219367,161.33487148268316
85,0.40512192249298096,164.4440672275334,164.2774118172482
86,0.4067517817020416,170.52742047746312,168.4934002375152
87,0.4262591004371643,169.57188276355438,168.108451204354
88,0.3942623436450958,168.2443234065512,164.95203081398
89,0.4517090916633606,166.19963600615026,162.8545337294397
90,0.4246515929698944,170.81837146763078,168.17723430230018
91,0.41534343361854553,166.22361310461517,164.63670448048515
92,0.39385929703712463,164.98884414199765,164.04258989081464
93,0.4040004312992096,168.76787441207608,167.06973563544852
94,0.40569332242012024,171.15259117264796,168.13894608794362
95,0.4106011390686035,174.99084063758113,170.9148101559276
96,0.43062904477119446,172.60202417485053,170.41969106737162
97,0.3825259804725647,175.05638591711948,171.6397413734499
98,0.4027867019176483,174.7923920750071,172.3668621195726
99,0.42090079188346863,174.90365592973464,171.4141443816682
100,0.41558802127838135,176.27984975442334,173.64226367790224
101,0.42276525497436523,170.05141354028515,167.58186838920003
102,0.4198947846889496,174.60275157188053,172.18466984976288
103,0.43816789984703064,177.84168712639575,175.29649199535126
104,0.42695555090904236,174.1772723716977,172.2940101879835
105,0.4389314651489258,175.14882579399986,172.95336783311203
106,0.4187733829021454,174.7834002669954,171.7395436433541
107,0.4283469021320343,174.53526622050833,172.22976759018877
108,0.4479922652244568,174.56879006867152,172.73284095737023
109,0.44211363792419434,175.4116047145396,172.8581276576402
110,0.3878260850906372,175.4773258219168,174.11624456527267
111,0.3954283893108368,175.23181800073039,173.84797211622467
112,0.4175682067871094,176.46379994504414,175.2939863847643
113,0.4022503197193146,174.51191863920903,173.50990979192835
114,0.4377025067806244,174.5702547877571,174.0803383026811
115,0.4068134129047394,173.33996251597188,173.41901787787174
116,0.40195536613464355,172.65380704215096,172.9695668431854
117,0.38882458209991455,176.9756228528017,176.6547244412972
118,0.40345507860183716,174.39009196739983,174.24434309722966
119,0.4386856257915497,170.08021902145495,170.1604727666488
120,0.4231058359146118,178.8635103456885,179.3795718018765
121,0.4368504583835602,175.3822592999407,175.86849671683055
122,0.45568570494651794,177.14013224754905,178.47452167759542
123,0.4185960292816162,173.03018568338243,173.35881278492036
124,0.4326641261577606,177.11856270387003,177.01642473424496
125,0.4391416013240814,174.36860559030154,175.09518772392465
126,0.4396776556968689,176.38628287020208,176.22405654955
127,0.4213126003742218,174.28801651357114,175.25949909310475
128,0.4132099151611328,176.2442681266735,176.49737453074022
129,0.410582959651947,176.55995575731362,178.24700303854297
130,0.4230540692806244,176.99791778941818,176.78587173749898
131,0.4518578350543976,179.22703580522466,178.2098218056206
132,0.4636548161506653,176.99772188446278,175.48840644680783
133,0.4405519664287567,178.64864431623937,176.92004889568733
134,0.4388539791107178,181.18374039388402,179.30608704918524
135,0.46906477212905884,182.65205989994655,180.347590770335
136,0.4355418384075165,177.68644393710397,177.07261909040633
137,0.43746837973594666,182.72469464738637,181.07654892294113
138,0.4153287410736084,178.53742599999902,177.09509063650233
139,0.43047386407852173,179.21250045225958,178.22294945896792
140,0.4622679650783539,179.70096675809347,179.27599820101557
141,0.44129788875579834,181.38144855296196,181.13299242777575
142,0.44925662875175476,179.86483849510947,177.98532033851927
143,0.4660220146179199,182.76663448979394,182.0701946958065
144,0.46691566705703735,182.98621699958406,180.46888899762843
145,0.4624512493610382,188.17900586151447,185.76347602587953
146,0.4387357234954834,185.4411034873931,182.60074344780844
147,0.4639483094215393,182.3006526815688,180.62544988564568
148,0.46943190693855286,182.38556694515088,179.6538336408126
149,0.44648805260658264,184.9820428318469,183.49137583659825
150,0.44853395223617554,183.0795380332022,180.62750083873948
